,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
817,CHEMBL3629740,O=C1OCC[C@]12CCC[C@@]1(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]21,active,468.9050000000002,4.413200000000004,0.0,5.0,6.642065152999546
818,CHEMBL3629742,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCCC3(CCSCC3)[C@@H]1COc1c(F)ccc(F)c12,inactive,485.0170000000002,5.993300000000005,0.0,4.0,7.578396073130169
819,CHEMBL3629741,O=S1(=O)CCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CC1,inactive,517.0150000000001,4.674900000000004,0.0,5.0,7.238824186844268
820,CHEMBL3629743,O=S(=O)(N1CC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)C1)C(F)(F)F,inactive,586.0000000000002,5.021600000000004,0.0,5.0,7.632644078973981
821,CHEMBL3899794,C[P@]1(=O)OC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,inactive,518.9020000000003,5.336000000000004,0.0,6.0,8.022276394711152
822,CHEMBL3936795,C[P@]1(=O)OC[C@@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,inactive,518.9020000000003,5.336000000000004,0.0,6.0,6.375717904164332
823,CHEMBL3905228,C[P@]1(=O)OC[C@@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,inactive,552.4540000000002,5.701400000000004,0.0,6.0,6.401209493236885
824,CHEMBL3942223,C[P@]1(=O)OC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,active,552.4540000000002,5.701400000000004,0.0,6.0,7.102372908709558
825,CHEMBL3629745,CP1(=O)OCC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,inactive,532.9290000000001,5.726100000000005,0.0,6.0,8.267606240177031
826,CHEMBL4059796,O=c1cc(/C=C/c2cccc(F)c2)[nH]cc1O,inactive,231.226,2.39,2.0,2.0,4.721932669111338
827,CHEMBL4077009,Cn1cc(O)c(=O)cc1/C=C/c1cccc(F)c1,inactive,245.253,2.4004000000000003,1.0,2.0,4.711303739409744
828,CHEMBL4092433,CN(C)c1ccc(/C=C/c2cc(=O)c(O)c[nH]2)cc1,inactive,256.30499999999995,2.3169000000000004,2.0,3.0,4.534319788401722
829,CHEMBL4074429,CCOc1ccc(/C=C/c2cc(=O)c(O)c[nH]2)cc1,intermediate,257.289,2.6496000000000004,2.0,3.0,4.630969778190847
830,CHEMBL4097746,CCOc1ccc(/C=C/c2cc(=O)c(O)cn2C)cc1,intermediate,271.316,2.660000000000001,1.0,3.0,5.048662481204082
831,CHEMBL4070599,COc1ccccc1/C=C/c1cc(=O)c(O)c[nH]1,inactive,243.262,2.259499999999999,2.0,3.0,4.782516055786093
832,CHEMBL4086825,COc1ccccc1/C=C/c1cc(=O)c(O)cn1C,intermediate,257.289,2.2699,1.0,3.0,4.903785414653595
833,CHEMBL4074006,O=c1cc(/C=C/c2ccc(O)cc2)[nH]cc1O,inactive,229.235,1.9564999999999997,3.0,3.0,4.969805214643249
834,CHEMBL4068105,Cn1cc(O)c(=O)cc1/C=C/c1ccc(O)cc1,inactive,243.262,1.9668999999999996,2.0,3.0,4.813043664534588
835,CHEMBL4095488,O=c1cc(/C=C/c2ccccc2O)[nH]cc1O,intermediate,229.235,1.9564999999999997,3.0,3.0,4.662341108973858
836,CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,inactive,228.247,2.9738000000000016,3.0,3.0,4.924818145381308
837,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,368.3850000000001,3.3699000000000026,2.0,6.0,4.727462222624762
838,CHEMBL4069995,c1cc2ncc(Nc3ccc4cc[nH]c4n3)cc2[nH]1,inactive,249.27700000000002,3.1828000000000003,3.0,3.0,4.623423042943488
839,CHEMBL4072261,N#Cc1c[nH]c2nc(Nc3ccc4c(C5CCNCC5)c[nH]c4c3)ccc12,inactive,356.43300000000005,4.126480000000003,4.0,4.0,4.749579997691106
840,CHEMBL4066527,c1cc2c(C3CCNCC3)c[nH]c2cc1Nc1ccc2[nH]cc(C3CCNCC3)c2c1,inactive,413.56900000000024,5.326800000000003,5.0,3.0,4.575118363368933
841,CHEMBL4104210,c1cc2c(C3CCNCC3)c[nH]c2cc1Nc1ccc2c(C3CCNCC3)c[nH]c2n1,inactive,414.55700000000024,4.721800000000003,5.0,4.0,4.59176003468815
842,CHEMBL4096474,CN1CCC(c2c[nH]c3cc(Nc4ccc5[nH]cc(C6CCN(C)CC6)c5c4)ccc23)CC1,inactive,441.6230000000004,6.011200000000005,3.0,3.0,4.815308569182401
843,CHEMBL4088780,Fc1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3c2)cc1F,inactive,327.378,4.6567000000000025,3.0,2.0,4.619788758288394
844,CHEMBL4098927,Fc1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3n2)cc1F,inactive,328.366,4.051700000000002,3.0,3.0,4.522878745280337
845,CHEMBL4104620,FC(F)(F)c1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3c2)cn1,inactive,360.3830000000001,4.792300000000004,3.0,3.0,4.619788758288394
846,CHEMBL4063009,CN1CCC(c2c[nH]c3cc(Nc4ccc(F)c(F)c4)ccc23)CC1,inactive,341.40500000000014,4.9989000000000035,2.0,2.0,4.318758762624412
847,CHEMBL4084675,COc1ccc(Nc2ccc3c(C4CCN(C)CC4)c[nH]c3c2)cc1OC,inactive,365.47700000000003,4.737900000000003,2.0,4.0,4.6020599913279625
848,CHEMBL4101130,Cn1cc(C2CCNCC2)c2ccc(Nc3ccc(F)c(F)c3)cc21,intermediate,341.4050000000001,4.667100000000004,2.0,2.0,4.376750709602099
849,CHEMBL429694,Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+],intermediate,696.6780000000002,1.4714000000000025,2.0,12.0,5.886056647693163
850,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,368.3850000000001,3.3699000000000026,2.0,6.0,5.045757490560675
851,CHEMBL118193,Clc1nc(NCc2ccccc2)c2ccccc2n1,inactive,269.735,3.8953000000000024,1.0,3.0,4.777283528852417
852,CHEMBL4087140,COc1ccc(CCNc2nc(Cl)nc3ccccc23)cc1OC,inactive,343.81400000000014,3.9550000000000027,1.0,5.0,5.086186147616283
853,CHEMBL4065718,Clc1nc(NCCc2ccccc2)c2ccccc2n1,inactive,283.76200000000006,3.937800000000002,1.0,3.0,5.301029995663981
854,CHEMBL4070983,COc1ccc(CNc2nc(NC3CCN(Cc4ccccc4)CC3)nc3ccccc23)cc1OC,intermediate,483.6160000000002,5.335600000000005,2.0,7.0,5.638272163982407
855,CHEMBL4092601,COc1ccc(CCNc2ncnc3ccccc23)cc1OC,intermediate,309.3690000000001,3.3016000000000014,1.0,5.0,4.920818753952375
856,CHEMBL117804,c1ccc(CCNc2ncnc3ccccc23)cc1,intermediate,249.31700000000004,3.2844000000000015,1.0,3.0,4.924453038607469
857,CHEMBL4089722,COc1ccc(CNc2nc(N=[N+]=[N-])nc3ccccc23)cc1OC,intermediate,336.35500000000013,4.2009000000000025,1.0,6.0,5.142667503568732
858,CHEMBL4079415,[N-]=[N+]=Nc1nc(NCc2ccccc2)c2ccccc2n1,inactive,276.30300000000005,4.183700000000003,1.0,4.0,5.585026652029182
859,CHEMBL4097449,COc1ccc(CNc2nc(N)nc3ccccc23)cc1OC,intermediate,310.3570000000001,2.8413000000000013,2.0,6.0,5.075720713938118
860,CHEMBL3815078,Nc1nc(NCc2ccccc2)c2ccccc2n1,intermediate,250.305,2.8241000000000014,2.0,4.0,5.318758762624412
861,CHEMBL4071318,COc1ccc(CCNc2nc(N)nc3ccccc23)cc1OC,intermediate,324.3840000000001,2.883800000000001,2.0,6.0,5.568636235841013
862,CHEMBL3814123,Nc1nc(NCCc2ccccc2)c2ccccc2n1,intermediate,264.332,2.866600000000001,2.0,4.0,5.107905397309519
863,CHEMBL4081859,COc1ccc(CNc2nc(O)nc3ccccc23)cc1OC,intermediate,311.34100000000007,2.9647000000000014,2.0,6.0,5.107905397309519
864,CHEMBL4082825,Oc1nc(NCc2ccccc2)c2ccccc2n1,intermediate,251.28900000000002,2.9475000000000007,2.0,4.0,6.568636235841013
865,CHEMBL4100806,COc1ccc(CCNc2nc(O)nc3ccccc23)cc1OC,intermediate,325.3680000000001,3.007200000000001,2.0,6.0,4.982966660701219
866,CHEMBL4096595,Oc1nc(NCCc2ccccc2)c2ccccc2n1,inactive,265.31600000000003,2.990000000000001,2.0,4.0,4.950781977329818
867,CHEMBL3814134,Nc1nc(NCc2ccccc2)nc2ccccc12,inactive,250.305,2.8241000000000014,2.0,4.0,5.657577319177793
868,CHEMBL3814610,Nc1nc(NCCc2ccccc2)nc2ccccc12,intermediate,264.33200000000005,2.866600000000002,2.0,4.0,4.826813731587726
869,CHEMBL4060687,COc1ccc(CNc2nc(NC(N)=O)nc3ccccc23)cc1OC,intermediate,353.3820000000001,2.7497000000000007,3.0,6.0,5.080921907623926
870,CHEMBL4081013,NC(=O)Nc1nc(NCc2ccccc2)c2ccccc2n1,intermediate,293.33000000000004,2.732500000000001,3.0,4.0,4.876148359032914
871,CHEMBL4099046,COc1ccc(CCNc2nc(NC(N)=O)nc3ccccc23)cc1OC,inactive,367.4090000000001,2.792200000000001,3.0,6.0,4.841637507904751
872,CHEMBL4070380,NC(=O)Nc1nc(NCCc2ccccc2)c2ccccc2n1,inactive,307.357,2.7750000000000012,3.0,4.0,6.0
873,CHEMBL4091317,COc1ccc(CNc2nc(NC(C)=O)nc3ccccc23)cc1OC,intermediate,352.3940000000001,3.217500000000001,2.0,6.0,5.508638306165727
874,CHEMBL4061746,CC(=O)Nc1nc(NCc2ccccc2)c2ccccc2n1,inactive,292.34200000000004,3.2003000000000013,2.0,4.0,5.721246399047171
875,CHEMBL4083524,CCCNc1nc(NCc2ccc(OC)c(OC)c2)c2ccccc2n1,inactive,352.43800000000005,4.081000000000003,2.0,6.0,5.769551078621726
876,CHEMBL4097374,COc1ccc(CNc2nc(NC3CC3)nc3ccccc23)cc1OC,inactive,350.4220000000001,3.833400000000002,2.0,6.0,5.080921907623926
877,CHEMBL4079345,CCNc1nc(NCc2ccccc2)c2ccccc2n1,inactive,278.35900000000004,3.673700000000002,2.0,4.0,5.154901959985743
878,CHEMBL4105088,CCCNc1nc(NCc2ccccc2)c2ccccc2n1,inactive,292.3860000000001,4.063800000000002,2.0,4.0,5.301029995663981
879,CHEMBL3262251,CC(C)Nc1nc(NCc2ccccc2)c2ccccc2n1,inactive,292.3860000000001,4.0622000000000025,2.0,4.0,5.356547323513812
880,CHEMBL4067481,c1ccc(CNc2nc(NC3CC3)nc3ccccc23)cc1,inactive,290.37,3.816200000000002,2.0,4.0,5.2441251443275085
881,CHEMBL4094911,CNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1,inactive,338.41100000000006,3.343300000000002,2.0,6.0,5.180456064458132
882,CHEMBL4078382,CCNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1,intermediate,352.43800000000005,3.7334000000000023,2.0,6.0,5.5376020021010435
883,CHEMBL4102655,CCCNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1,inactive,366.4650000000001,4.1235000000000035,2.0,6.0,5.366531544420414
884,CHEMBL4086248,COc1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1OC,intermediate,364.4490000000001,3.8759000000000023,2.0,6.0,5.309803919971486
885,CHEMBL4064773,CNc1nc(NCCc2ccccc2)c2ccccc2n1,inactive,278.35900000000004,3.326100000000002,2.0,4.0,5.698970004336019
886,CHEMBL4061837,CCNc1nc(NCCc2ccccc2)c2ccccc2n1,intermediate,292.3860000000001,3.7162000000000024,2.0,4.0,5.853871964321762
887,CHEMBL4083601,CCCNc1nc(NCCc2ccccc2)c2ccccc2n1,intermediate,306.41300000000007,4.106300000000003,2.0,4.0,5.356547323513812
888,CHEMBL4070462,CC(C)Nc1nc(NCCc2ccccc2)c2ccccc2n1,intermediate,306.41300000000007,4.104700000000002,2.0,4.0,5.42021640338319
889,CHEMBL4091385,c1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1,intermediate,304.39700000000005,3.8587000000000016,2.0,4.0,6.102372908709558
890,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,368.3850000000001,3.3699000000000026,2.0,6.0,5.481486060122113
891,CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,intermediate,228.247,2.9738000000000016,3.0,3.0,5.958607314841775
892,CHEMBL4087140,COc1ccc(CCNc2nc(Cl)nc3ccccc23)cc1OC,intermediate,343.81400000000014,3.9550000000000027,1.0,5.0,4.886056647693163
893,CHEMBL3814134,Nc1nc(NCc2ccccc2)nc2ccccc12,inactive,250.305,2.8241000000000014,2.0,4.0,5.075720713938118
894,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,368.3850000000001,3.3699000000000026,2.0,6.0,5.00436480540245
895,CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,inactive,228.247,2.9738000000000016,3.0,3.0,4.815308569182401
896,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,intermediate,368.3850000000001,3.3699000000000026,2.0,6.0,6.0
897,CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,intermediate,302.23800000000006,1.988,5.0,7.0,3.904481957676849
898,CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,inactive,318.237,1.6935999999999998,6.0,8.0,4.8297382846050425
899,CHEMBL3348861,O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,inactive,320.253,0.8919000000000001,6.0,8.0,4.892790030352131
900,CHEMBL150,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,intermediate,286.23900000000003,2.2824000000000004,4.0,6.0,4.124360062995832
901,CHEMBL9323,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@H]1O,inactive,288.255,1.4806999999999992,4.0,6.0,3.3010299956639813
902,CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,inactive,270.24,2.576800000000001,3.0,5.0,3.753994095923971
903,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,368.3850000000001,3.3699000000000026,2.0,6.0,6.096910013008056
904,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,368.3850000000001,3.3699000000000026,2.0,6.0,5.0
905,CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,inactive,270.24,2.576800000000001,3.0,5.0,4.638272163982407
906,CHEMBL241190,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,inactive,359.33400000000006,1.3342999999999996,6.0,6.0,5.2441251443275085
907,CHEMBL4127947,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,inactive,343.3350000000001,1.6286999999999998,5.0,5.0,4.0
908,CHEMBL4126558,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,inactive,327.33600000000007,1.9231,4.0,4.0,4.6439741428068775
909,CHEMBL4126715,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)cc1)C(=O)O,intermediate,343.33500000000004,1.6286999999999996,5.0,5.0,4.056505484093897
910,CHEMBL4129983,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccc(O)cc1)C(=O)O,inactive,327.33600000000007,1.9230999999999998,4.0,4.0,4.0
911,CHEMBL4125745,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccc(O)cc1)C(=O)O,inactive,311.33700000000005,2.2175,3.0,3.0,4.0
912,CHEMBL2392127,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccccc1)C(=O)O,intermediate,327.33600000000007,1.9231,4.0,4.0,4.137272471682025
913,CHEMBL4129190,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccccc1)C(=O)O,inactive,311.33700000000005,2.2175,3.0,3.0,4.0
914,CHEMBL3276007,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O,intermediate,295.3380000000001,2.5119,2.0,2.0,4.0
915,CHEMBL2296789,COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(O)c(O)c1,inactive,373.3610000000001,1.4226999999999996,5.0,7.0,5.309803919971486
916,CHEMBL115421,O=C(/C=C/c1ccc(O)c(O)c1)N[C@H](Cc1ccc(O)c(O)c1)C(=O)O,inactive,359.33400000000006,1.3342999999999996,6.0,6.0,5.795880017344075
917,CHEMBL4126073,COC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)/C=C/c1ccc(OC)c(OC)c1,inactive,429.46900000000016,2.6347000000000005,1.0,7.0,4.0
918,CHEMBL4127090,O=C(CCc1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,intermediate,361.3500000000001,1.2536999999999996,6.0,6.0,5.060480747381382
919,CHEMBL181529,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,inactive,365.38500000000005,4.443800000000003,2.0,6.0,6.860120913598763
920,CHEMBL4166095,O=C(/C=C/c1ccc(O)c(O)c1)c1cccnc1,inactive,241.246,2.3888999999999996,2.0,4.0,5.045757490560675
921,CHEMBL32749,COc1cc(/C=C/C(=O)O)ccc1O,intermediate,194.186,1.4986,2.0,3.0,4.0
922,CHEMBL98521,O=C(O)/C=C/c1cccc(O)c1,inactive,164.16,1.49,2.0,2.0,4.0
923,CHEMBL32823,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,inactive,492.7110000000004,8.015100000000007,2.0,4.0,5.075720713938118
924,CHEMBL4175715,C=CCOC(=S)/C=C/c1ccc(O)c(O)c1,inactive,236.292,2.641000000000002,2.0,4.0,4.903089986991944
925,CHEMBL4176742,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,intermediate,490.8810000000002,3.360120000000001,1.0,9.0,4.981715691573469
926,CHEMBL4172159,COc1ccc(Nc2nc(Cl)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,inactive,452.9100000000002,2.34992,1.0,10.0,4.937418015771837
927,CHEMBL4161552,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccc(F)cc4)n3)CC2)n2ncnc2n1,intermediate,440.8740000000002,2.4804199999999996,1.0,9.0,4.798876102792621
928,CHEMBL4168812,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccccc4F)n3)CC2)n2ncnc2n1,intermediate,440.8740000000002,2.4804199999999996,1.0,9.0,4.872895201635193
929,CHEMBL4173299,Cc1cc(N2CCN(c3nc(Nc4cccc(C(F)(F)F)c4)nc(Nc4ccc(F)c(Cl)c4)n3)CC2)n2ncnc2n1,inactive,599.9839999999999,5.242820000000004,2.0,10.0,4.78807891569149
930,CHEMBL4161947,Cc1cc(N2CCN(c3nc(Nc4ccc(F)cc4)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,intermediate,565.539,4.589420000000002,2.0,10.0,4.737311655698304
931,CHEMBL4169871,Cc1ccc(Nc2nc(Nc3ccc(F)c(Cl)c3)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,inactive,546.0140000000004,4.532440000000003,2.0,10.0,4.6020599913279625
932,CHEMBL4167322,FC(F)(F)c1cccc(Nc2nc(NC3CC3)nc(N3CCNCC3)n2)c1,intermediate,379.39000000000016,2.6178999999999997,3.0,7.0,4.628193541492584
933,CHEMBL4175196,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)c(F)c1,active,401.72600000000006,5.3092000000000015,2.0,5.0,4.748361779551788
934,CHEMBL4170265,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,intermediate,383.73600000000005,5.1701000000000015,2.0,5.0,4.731656086048935
935,CHEMBL4162346,Cc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,intermediate,379.7730000000001,5.339420000000002,2.0,5.0,4.683610248926804
936,CHEMBL4166865,COc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,inactive,395.77200000000005,5.039600000000002,2.0,6.0,4.7544873321858505
937,CHEMBL4163412,Cc1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1,inactive,364.21100000000007,5.113120000000002,2.0,5.0,4.7435227937583235
938,CHEMBL4174114,COc1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1,intermediate,380.2100000000001,4.813300000000002,2.0,6.0,4.623423042943488
939,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,intermediate,368.3850000000001,3.3699000000000026,2.0,6.0,4.64762450499948
940,CHEMBL4176559,COc1ccc(Cn2cc(CNC(=O)[C@@H](C)CC[C@H]3O[C@H]4C[C@H]5[C@@H]6CC[C@@H]7C[C@@H](OCc8ccccc8)CC[C@]7(C)[C@H]6CC[C@]5(C)[C@H]4[C@@H]3C)nn2)cc1,intermediate,723.0149999999998,8.625200000000007,1.0,6.0,5.2335871528876
941,CHEMBL4161849,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](OCc6ccccc6)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]1CC[C@H](C)C(=O)NCc1cn(Cc2cscn2)nn1,intermediate,700.0060000000001,8.073100000000009,1.0,7.0,5.08196966321512
942,CHEMBL1171146,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,inactive,416.64600000000024,5.793800000000006,1.0,3.0,4.0
943,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,368.3850000000001,3.3699000000000026,2.0,6.0,4.824198367151721
944,CHEMBL4217978,COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@@H](c2ccc(O)c(OC)c2)[C@H](CO)O4)[C@@H](O)C3=O)ccc1O,inactive,658.6120000000004,3.990100000000005,5.0,13.0,4.360513510731414
945,CHEMBL4207221,COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@H](c2ccc(O)c(OC)c2)[C@@H](CO)O4)[C@@H](O)C3=O)ccc1O,intermediate,658.6120000000004,3.990100000000005,5.0,13.0,4.068033885271827
946,CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,intermediate,319.88000000000005,4.810600000000004,1.0,3.0,5.154901959985743
947,CHEMBL682,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,intermediate,355.8690000000001,5.179200000000004,2.0,4.0,5.3979400086720375
948,CHEMBL138623,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,intermediate,339.87000000000006,5.473600000000005,1.0,3.0,5.346787486224656
949,CHEMBL317760,CCN(CC)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,intermediate,480.0560000000001,5.898000000000005,2.0,5.0,5.823908740944319
950,CHEMBL451753,CCN(CC)Cc1cc(NCCN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,intermediate,466.07300000000004,6.371400000000007,2.0,5.0,5.0
951,CHEMBL94521,O=C(CN1CCCCC1)Nc1cc(CN2CCOCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,intermediate,494.03900000000016,4.888400000000004,2.0,6.0,5.508638306165727
952,CHEMBL4227472,Clc1ccc2c(Nc3cc(CN4CCOCC4)cc(NCCN4CCCCC4)c3)ccnc2c1,intermediate,480.05600000000027,5.361800000000005,2.0,6.0,5.6020599913279625
953,CHEMBL97247,CN(C)CCN(C)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,intermediate,509.09800000000024,5.049600000000004,2.0,6.0,5.769551078621726
954,CHEMBL319756,CN(C)CCNCc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,intermediate,495.0710000000002,4.707400000000003,3.0,6.0,5.698970004336019
955,CHEMBL167970,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,intermediate,436.9870000000003,5.529000000000005,2.0,5.0,5.292429823902063
956,CHEMBL4226945,CN1CCN(c2cc(Nc3ccnc4cc(Cl)ccc34)cc(N3CCN(C)CC3)c2)CC1,intermediate,451.01800000000037,4.135400000000002,1.0,6.0,5.638272163982407
957,CHEMBL4226951,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,intermediate,574.8140000000003,4.847500000000005,3.0,6.0,5.3872161432802645
958,CHEMBL4226684,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCOCC2)cc(C(=O)NCCN2CCCCC2)c1,intermediate,576.7860000000003,3.693800000000002,3.0,7.0,5.0
959,CHEMBL4225384,CN1CCN(Cc2ccccc2Nc2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1,intermediate,589.8290000000002,3.6090000000000035,3.0,7.0,5.0
960,CHEMBL4225842,CN(C)Cc1ccccc1Nc1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,intermediate,534.7490000000005,3.923200000000003,3.0,6.0,5.086186147616283
961,CHEMBL4226025,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,inactive,546.8480000000004,5.567100000000005,3.0,6.0,5.337242168318426
962,CHEMBL4225563,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,inactive,548.8200000000004,4.413400000000004,3.0,7.0,5.180456064458132
963,CHEMBL4226959,CN1CCN(Cc2ccccc2Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1,intermediate,561.8630000000004,4.328600000000004,3.0,7.0,5.0
