,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
0,CHEMBL311039,CC12CCC(C1)C(C)(C)C2NS(=O)(=O)c1ccc(F)cc1,intermediate,311.422,3.3188000000000013,1.0,2.0,5.301029995663981
1,CHEMBL450926,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1cccs1,intermediate,299.461,3.241200000000002,1.0,3.0,5.568636235841013
2,CHEMBL310242,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(F)cc1,intermediate,311.422,3.3188000000000013,1.0,2.0,5.7447274948966935
3,CHEMBL74874,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Cl)cc1,inactive,327.87700000000007,3.8331000000000026,1.0,2.0,4.958607314841775
4,CHEMBL75183,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Br)cc1,inactive,372.32800000000003,3.9422000000000033,1.0,2.0,5.0
5,CHEMBL563,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,inactive,244.265,3.6808000000000023,1.0,1.0,3.515700160653214
6,CHEMBL196279,CC(C(=O)O)c1ccc(-c2ccc(Cl)c(Cl)c2)c(F)c1,inactive,313.155,4.987600000000002,1.0,1.0,4.1249387366083
7,CHEMBL195970,CC(C(=O)O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,inactive,313.155,4.987600000000002,1.0,1.0,4.113509274827518
8,CHEMBL195970,CC(C(=O)O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,inactive,313.155,4.987600000000002,1.0,1.0,4.026872146400302
9,CHEMBL264006,CC(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,inactive,326.41099999999994,5.728500000000004,1.0,1.0,4.6777807052660805
10,CHEMBL264006,CC(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,inactive,326.41099999999994,5.728500000000004,1.0,1.0,4.337242168318426
11,CHEMBL193971,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,inactive,312.26199999999994,4.699600000000003,1.0,1.0,3.8894102897007508
12,CHEMBL194274,CC(C(=O)O)c1ccc(-c2csc3ccccc23)c(F)c1,inactive,300.35400000000004,4.895500000000003,1.0,2.0,4.080921907623926
13,CHEMBL196321,COc1ccc(-c2ccc(C(C)C(=O)O)cc2F)cc1,active,274.29099999999994,3.689400000000002,1.0,2.0,4.173925197299174
14,CHEMBL196322,CC(C(=O)O)c1ccc(-c2ccc3c(c2)OCO3)c(F)c1,inactive,288.27399999999994,3.4095000000000013,1.0,3.0,3.677780705266081
15,CHEMBL380778,CC(C(=O)O)c1ccc(-c2ccc(OC3CCCCC3)cc2)c(F)c1,inactive,342.41,5.392300000000004,1.0,2.0,4.3872161432802645
16,CHEMBL197202,CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,inactive,336.362,5.053400000000004,2.0,2.0,4.455931955649724
18,CHEMBL196246,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,inactive,324.2730000000001,4.627700000000002,1.0,1.0,3.9546770212133424
19,CHEMBL196246,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,inactive,324.2730000000001,4.627700000000002,1.0,1.0,4.657577319177793
20,CHEMBL196945,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,inactive,325.1660000000001,4.915700000000002,1.0,1.0,4.3872161432802645
21,CHEMBL196945,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,inactive,325.1660000000001,4.915700000000002,1.0,1.0,4.853871964321762
22,CHEMBL196946,O=C(O)C1(c2ccc(-c3csc4ccccc34)c(F)c2)CC1,inactive,312.3650000000001,4.823600000000002,1.0,2.0,4.016373712875465
24,CHEMBL372751,CC1(C)CCC(c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC1,intermediate,366.4760000000001,6.292700000000005,1.0,1.0,4.337242168318426
25,CHEMBL372751,CC1(C)CCC(c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC1,active,366.4760000000001,6.292700000000005,1.0,1.0,3.9956786262173574
26,CHEMBL194692,CC(C)(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,intermediate,326.289,4.873700000000003,1.0,1.0,4.151195298948196
27,CHEMBL196947,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)c(F)c2)CC1,intermediate,348.3730000000001,4.981500000000002,2.0,2.0,4.5003129173815966
28,CHEMBL196947,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)c(F)c2)CC1,intermediate,348.3730000000001,4.981500000000002,2.0,2.0,3.388276691992658
29,CHEMBL372846,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)c(F)c3)c(F)c2)CC1,intermediate,366.3630000000001,5.120600000000003,2.0,2.0,4.473660722610156
30,CHEMBL372846,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)c(F)c3)c(F)c2)CC1,intermediate,366.3630000000001,5.120600000000003,2.0,2.0,3.9546770212133424
31,CHEMBL427548,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(F)cc4)c(F)c3)c(F)c2)CC1,active,368.3540000000001,5.554100000000003,1.0,1.0,4.2373214362725635
32,CHEMBL197140,CC1(C)CC(Oc2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC(C)(C)C1,active,410.5290000000002,6.592600000000005,1.0,2.0,4.958607314841775
33,CHEMBL382721,O=C(O)C1(c2ccc(-c3ccc(OC4CCOCC4)cc3)c(F)c2)CC1,active,356.3930000000001,4.166700000000004,1.0,3.0,4.0915149811213505
34,CHEMBL436483,O=C(O)C1(c2ccc(-c3ccc(OC4CCC(C(F)(F)F)CC4)cc3)c(F)c2)CC1,active,422.4180000000002,6.108800000000004,1.0,2.0,4.752026733638194
35,CHEMBL196070,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1,active,336.292,4.176400000000002,1.0,3.0,3.9430951486635273
36,CHEMBL193900,CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,active,312.171,4.388300000000002,1.0,1.0,4.1938200260161125
37,CHEMBL193900,CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,active,312.171,4.388300000000002,1.0,1.0,4.920818753952375
38,CHEMBL194020,CC(C(=O)OC(C)(C)C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,active,369.26300000000003,6.2447000000000035,0.0,2.0,4.698970004336019
39,CHEMBL190083,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,active,244.265,3.6808000000000023,1.0,1.0,3.5528419686577806
40,CHEMBL200116,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,active,622.8510000000003,4.937600000000004,4.0,5.0,5.173925197299174
41,CHEMBL199946,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,active,655.8840000000001,5.1006000000000045,4.0,5.0,8.2839966563652
42,CHEMBL202877,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,active,526.6970000000003,5.224600000000004,3.0,4.0,5.221848749616356
43,CHEMBL425031,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,active,527.6810000000003,5.258200000000005,3.0,4.0,4.698970004336019
44,CHEMBL200014,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@H](N)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,active,621.8670000000003,4.904000000000005,4.0,5.0,5.00436480540245
45,CHEMBL202507,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,active,621.8670000000003,4.904000000000005,4.0,5.0,6.130768280269024
46,CHEMBL200077,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,active,560.7140000000003,5.421200000000004,3.0,4.0,6.7447274948966935
47,CHEMBL204357,CCC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,active,523.6740000000003,5.0602000000000045,3.0,5.0,6.698970004336019
48,CHEMBL206766,CCC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2ccccc2)C1=O,active,431.5770000000003,3.267900000000001,3.0,4.0,5.167491087293763
49,CHEMBL204443,CCC[C@H](C(=O)NC/C=C/Cc1ccccc1)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,intermediate,637.8650000000004,7.469900000000009,2.0,4.0,5.522878745280337
50,CHEMBL381336,CCC[C@H](C(=O)NC1CCCC1)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,active,575.7940000000003,6.613600000000007,2.0,4.0,5.221848749616356
51,CHEMBL205400,CCC[C@H](C(=O)NCc1ccco1)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,active,587.7610000000004,6.464200000000007,2.0,5.0,5.522878745280337
52,CHEMBL205714,CCCCNC(=O)[C@@H](CCC)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,active,563.7830000000004,6.471100000000007,2.0,4.0,5.301029995663981
53,CHEMBL208230,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(NN3CCCCC3)c2)C1=O,active,513.7270000000004,4.060600000000002,3.0,5.0,7.130768280269024
54,CHEMBL424684,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc(C(F)(F)F)cc3)c2)C1=O,active,574.6880000000002,6.0102000000000055,3.0,4.0,7.522878745280337
55,CHEMBL274414,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc(OC)cc3)c2)C1=O,active,536.7170000000003,5.000000000000004,3.0,5.0,6.795880017344075
56,CHEMBL208504,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc(F)c(Cl)c3)c2)C1=O,active,559.1260000000002,5.783900000000005,3.0,4.0,7.769551078621726
57,CHEMBL205970,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc4c(c3)OCO4)c2)C1=O,active,550.7000000000004,4.720100000000003,3.0,6.0,6.818156412055227
58,CHEMBL410532,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3cccc(OC)c3)c2)C1=O,active,536.7170000000003,5.000000000000004,3.0,5.0,7.267606240177032
59,CHEMBL208350,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3cccc(C)c3)c2)C1=O,active,520.7180000000003,5.299820000000004,3.0,4.0,7.769551078621726
60,CHEMBL382880,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccccc3Cl)c2)C1=O,active,541.1360000000002,5.6448000000000045,3.0,4.0,7.5376020021010435
61,CHEMBL205907,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccccc3)c2)C1=O,active,506.69100000000026,4.991400000000003,3.0,4.0,7.823908740944319
62,CHEMBL231446,CN1CCCC1CCNC(=O)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,506.0680000000001,4.450700000000004,1.0,5.0,6.275724130399211
63,CHEMBL396543,O=C(OC[C@H]1CCC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,560.1600000000001,5.711400000000006,0.0,5.0,7.795880017344075
64,CHEMBL231548,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,546.1330000000002,5.321300000000006,0.0,5.0,6.7447274948966935
65,CHEMBL231547,O=C(NC1CCN(Cc2ccccc2)CC1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,active,568.1390000000002,5.625200000000006,1.0,5.0,6.853871964321762
66,CHEMBL231449,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,active,546.1330000000002,5.321300000000005,0.0,5.0,6.920818753952375
67,CHEMBL231448,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,active,508.04000000000036,2.980900000000002,1.0,6.0,6.267606240177032
68,CHEMBL396542,CN1CCN(C(=O)OC[C@H]2CC[C@@H](c3ccccc3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,active,478.01400000000024,3.618400000000003,0.0,5.0,6.346787486224656
69,CHEMBL231351,O=C(NCCCn1ccnc1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,active,503.0240000000001,4.247400000000004,1.0,5.0,6.187086643357144
70,CHEMBL395313,CN1CCCC1CCNC(=O)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,active,506.0680000000001,4.444900000000004,1.0,5.0,6.221848749616356
71,CHEMBL231250,O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,532.1060000000002,4.937000000000005,0.0,5.0,7.136677139879544
72,CHEMBL231248,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,560.1600000000001,5.717200000000006,0.0,5.0,7.221848749616356
73,CHEMBL395312,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,546.1330000000002,5.327100000000006,0.0,5.0,6.443697499232712
74,CHEMBL390889,O=C(NC1CCN(Cc2ccccc2)CC1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,582.1660000000003,6.021100000000007,1.0,5.0,6.721246399047171
75,CHEMBL231647,O=C(NC1CCN(Cc2ccccc2)CC1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,568.1390000000004,5.6310000000000064,1.0,5.0,6.045757490560675
76,CHEMBL231545,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,active,560.1600000000001,5.717200000000006,0.0,5.0,6.7447274948966935
77,CHEMBL231035,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,active,546.1330000000002,5.327100000000006,0.0,5.0,6.0
78,CHEMBL230931,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,active,522.0670000000003,3.376800000000002,1.0,6.0,6.167491087293763
79,CHEMBL425304,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,active,508.04000000000036,2.9867000000000017,1.0,6.0,6.055517327849832
80,CHEMBL231125,CN1CCN(C(=O)OCCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,active,492.04100000000017,4.014300000000003,0.0,5.0,6.107905397309519
81,CHEMBL390478,CN1CCN(C(=O)OCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,active,478.01400000000024,3.6242000000000028,0.0,5.0,5.721246399047171
82,CHEMBL231544,O=C(NCCCn1ccnc1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,517.0510000000002,4.643300000000004,1.0,5.0,7.0655015487564325
83,CHEMBL389549,O=C(NCCCn1ccnc1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,503.0240000000001,4.253200000000004,1.0,5.0,6.552841968657781
84,CHEMBL231447,CN1CCCC1CCNC(=O)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,520.0950000000001,4.840800000000004,1.0,5.0,6.657577319177793
85,CHEMBL240055,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,active,622.1779999999998,6.522200000000008,0.0,5.0,9.522878745280337
86,CHEMBL240286,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,intermediate,456.9920000000001,3.3976000000000024,1.0,5.0,7.251811972993799
87,CHEMBL240285,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,471.0190000000001,3.7877000000000036,1.0,5.0,7.327902142064283
88,CHEMBL398395,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,active,469.00300000000027,3.3976000000000024,1.0,5.0,7.337242168318426
89,CHEMBL240284,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,active,541.0160000000002,4.638500000000006,1.0,5.0,7.769551078621726
90,CHEMBL240071,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,active,554.0310000000003,3.4833000000000025,1.0,6.0,7.853871964321762
91,CHEMBL240070,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,500.06100000000026,2.940900000000002,1.0,6.0,7.920818753952375
92,CHEMBL240069,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,active,512.0720000000003,2.940900000000001,1.0,6.0,7.568636235841013
93,CHEMBL442801,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,active,592.1239999999999,5.823700000000006,0.0,5.0,8.455931955649724
94,CHEMBL239859,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,538.1540000000003,5.281300000000006,0.0,5.0,8.455931955649724
95,CHEMBL239858,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,552.1810000000004,5.671400000000006,0.0,5.0,8.602059991327963
96,CHEMBL400420,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,active,550.1650000000002,5.281300000000005,0.0,5.0,8.55284196865778
97,CHEMBL239629,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,active,584.085,4.1818000000000035,1.0,6.0,8.619788758288394
98,CHEMBL393941,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,active,540.1260000000001,3.7195000000000027,1.0,6.0,7.920818753952375
99,CHEMBL236192,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,active,526.0990000000003,3.331000000000002,1.0,6.0,7.795880017344075
100,CHEMBL429448,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,active,539.6890000000004,4.906100000000005,0.0,5.0,7.5376020021010435
101,CHEMBL236191,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,active,529.6500000000003,3.3443000000000023,1.0,6.0,7.0915149811213505
102,CHEMBL236190,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,active,539.6890000000004,4.906100000000005,0.0,5.0,8.161150909262744
103,CHEMBL236189,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,active,527.6340000000002,3.096700000000002,1.0,6.0,7.568636235841013
104,CHEMBL236188,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,intermediate,529.6500000000003,3.3443000000000023,1.0,6.0,8.017728766960431
105,CHEMBL236187,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,active,521.6990000000004,4.767000000000005,0.0,5.0,7.795880017344075
106,CHEMBL236186,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)cc1,active,509.64400000000023,2.957600000000001,1.0,6.0,7.6020599913279625
107,CHEMBL236185,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,active,511.6600000000003,3.2052000000000014,1.0,6.0,8.0
108,CHEMBL392060,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,inactive,526.0990000000003,3.4719000000000024,1.0,6.0,8.455931955649724
109,CHEMBL236184,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,inactive,528.1150000000004,3.7195000000000027,1.0,6.0,8.161150909262744
110,CHEMBL236183,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,inactive,514.0880000000002,3.331000000000002,1.0,6.0,7.769551078621726
111,CHEMBL392059,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,inactive,514.0880000000002,3.3294000000000024,1.0,6.0,7.920818753952375
112,CHEMBL236182,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,intermediate,514.0880000000002,3.3294000000000024,1.0,6.0,7.886056647693163
113,CHEMBL394132,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,inactive,529.0990000000003,4.1944000000000035,1.0,6.0,8.045757490560675
114,CHEMBL238271,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,intermediate,499.0730000000002,4.567900000000004,1.0,5.0,7.552841968657781
115,CHEMBL392144,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,intermediate,499.0730000000002,4.567900000000004,1.0,5.0,8.494850021680094
116,CHEMBL236196,CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,intermediate,471.0190000000001,3.7877000000000036,1.0,5.0,6.982966660701219
117,CHEMBL429449,CC(C)(CO)N1CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,active,500.06100000000015,2.939300000000001,1.0,6.0,7.2441251443275085
118,CHEMBL236195,O=C(O[C@@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,510.1000000000005,4.5011000000000045,0.0,5.0,5.615288257061717
119,CHEMBL236193,O=C(O[C@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,510.1000000000005,4.5011000000000045,0.0,5.0,7.823908740944319
120,CHEMBL392144,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,499.0730000000002,4.567900000000004,1.0,5.0,8.366531544420413
121,CHEMBL393941,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,active,540.1260000000001,3.7195000000000027,1.0,6.0,7.4089353929735005
122,CHEMBL236192,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,intermediate,526.0990000000003,3.331000000000002,1.0,6.0,7.494850021680094
123,CHEMBL429448,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,intermediate,539.6890000000004,4.906100000000005,0.0,5.0,6.841637507904751
124,CHEMBL236190,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,intermediate,539.6890000000004,4.906100000000005,0.0,5.0,7.346787486224656
125,CHEMBL236188,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,intermediate,529.6500000000003,3.3443000000000023,1.0,6.0,7.698970004336019
126,CHEMBL236187,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,intermediate,521.6990000000004,4.767000000000005,0.0,5.0,6.939302159646388
127,CHEMBL236185,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,active,511.6600000000003,3.2052000000000014,1.0,6.0,7.6020599913279625
